Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Checkm_completeness,Checkm_contamination,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_022132945.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens MSK.2.66,100,0.81,3444455,0,0,0,0,1,0,5,0,0,0,0,0
GCA_004116125.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens 79385-3,100,0,2778860,0,0,0,0,1,0,2,0,0,0,0,0
GCA_032503885.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens N5_250_000G1_dasN5_250_000G1_abawaca.25,100,1.61,3347849,0,0,0,0,1,0,4,0,0,0,0,0
GCA_030434295.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens ZWCP209,100,0.9,3558166,0,0,0,0,2,0,5,0,0,0,0,0
GCA_020139275.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens AAD 1527a,99.19,0,3477910,0,0,0,0,1,0,6,0,0,0,0,0
GCA_900447105.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens NCTC8798,100,0,3084171,0,1,0,0,1,0,2,0,0,0,0,0
GCA_032482715.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens N5_223_020G1_dasN5_223_020G1_concoct_1,100,0,3242360,0,0,0,0,2,0,5,0,0,0,0,0
GCA_017590725.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens CHD16264R,100,0,3291303,1,0,0,0,1,0,6,0,0,0,0,0
GCA_900447085.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens NCTC10578,100,0,3303290,0,0,0,0,2,0,5,0,0,0,0,0
GCA_024599915.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens JXNC-S10,100,0,3383309,0,0,0,0,2,0,3,0,0,0,0,0
GCA_037496145.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens Z1323HCP0058,100,0,3445511,0,0,0,0,1,0,5,0,0,0,0,0
GCA_017590715.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens CHD16570R,95.97,0,3004686,0,0,0,0,2,0,6,0,0,0,0,0
GCA_029392935.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens SHDS0050,97.64,0,3406484,0,0,0,0,1,0,5,0,0,0,0,0
GCA_016235965.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens P6,99.19,0.81,3154551,0,0,0,0,1,0,6,0,0,0,0,0
GCA_000243175.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens WAL-14572,100,0,3466039,0,0,0,0,1,0,4,0,0,0,0,0
GCA_011063145.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens CP-09,100,0,3446226,0,0,0,0,1,0,6,0,0,0,0,0
GCA_016236515.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens 1805-51,99.19,0.02,3075469,0,0,0,0,1,0,5,0,0,0,0,0
GCA_020138695.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens 85;310,100,0,3051240,0,0,0,0,1,0,3,0,0,0,0,0
GCA_034422995.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens b2,100,0,3301221,0,0,0,0,2,0,5,0,0,0,0,0
GCA_026230715.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens Cp14-010,100,0.45,3624609,0,0,0,0,2,0,4,0,0,0,0,0
GCA_028207695.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens J1100826st1_E4_J1100826_190719,100,0,3256804,0,0,0,0,1,0,5,0,0,0,0,0
GCA_016236125.1,Bacteria,Bacillota,Clostridia,Clostridiales,Clostridiaceae,Sarcina,Sarcina perfringens,Sarcina perfringens C10,99.19,0,3102719,0,0,0,0,1,0,5,0,0,0,0,0
GCA_038443955.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 156,99.86,0,5227499,0,2,1,1,0,0,4,3,0,0,4,0
GCA_000738535.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii MCB,99.86,0.89,5298782,0,2,1,1,0,0,4,3,0,0,4,0
GCA_030053255.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii PF-27,99.86,0,5413359,0,2,1,1,0,0,4,3,0,0,4,0
GCA_026154765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii sma19,99.86,0,5188678,0,2,1,1,0,0,4,3,0,0,4,0
GCA_016742985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii ILBB 162,99.86,0.22,5156783,0,2,1,1,0,0,4,3,0,0,4,0
GCA_021952645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii MV-u1-SK1-O,99.86,0.56,5310557,0,2,1,1,0,0,4,3,0,0,4,0
GCA_039667295.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 019626,99.86,0,5136289,0,2,1,1,0,0,4,3,0,0,4,0
GCA_014947025.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii CFSAN059607,96.69,0.07,5011472,0,2,1,1,0,0,4,3,0,0,4,0
GCA_031844605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii ZM-BH-PA13B,99.86,0,5162453,0,2,1,1,0,0,4,3,0,0,4,0
GCA_946409445.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii SJC1019,99.86,0,5143759,0,2,1,1,0,0,4,3,0,0,4,0
GCA_012956635.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii S1SWMC,99.97,0.07,5499825,0,2,1,1,0,0,4,3,0,0,4,0
GCA_002752475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii OLAL2,99.86,0,5224276,0,2,1,1,0,0,4,3,0,0,4,0
GCA_946405465.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii SJC1067,99.86,0,5082102,0,2,1,1,0,0,4,3,0,0,4,0
GCA_022439565.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii CM2019_254,99.86,0.15,5099636,0,2,1,1,0,0,4,3,0,0,4,0
GCA_036879885.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii GN-108,99.86,0,5374157,0,2,1,1,0,0,4,3,0,0,4,0
GCA_002752455.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii OMLW3,99.86,0,5219380,0,2,1,1,0,0,4,3,0,0,4,0
GCA_030053235.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii PF2-63,99.86,0.15,5444449,0,2,1,1,0,0,4,3,0,0,4,0
GCA_006838705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii WVU-001,99.86,0.22,5236919,0,2,1,1,0,0,4,3,0,0,4,0
GCA_003032415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii BWH-23,99.86,0.11,5147407,0,2,1,1,0,0,4,3,0,0,4,0
GCA_026154745.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii sma21,99.86,0,5188826,0,2,1,1,0,0,4,3,0,0,4,0
GCA_038445705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 012,99.86,0.22,5080977,0,2,1,1,0,0,4,3,0,0,4,0
GCA_038444935.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 069,99.86,0,5164017,0,2,1,1,0,0,4,3,0,0,4,0
GCA_039667285.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 019418,99.86,1,5384451,0,2,1,1,0,0,4,3,0,0,4,0
GCA_039667935.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 013006-S-A,99.86,0,5097993,0,2,1,1,0,0,4,3,0,0,4,0
GCA_026154895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii sma07,99.86,0,5188317,0,2,1,1,0,0,4,3,0,0,4,0
GCA_002220615.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii UMH1,99.86,0.22,5129681,0,2,1,1,0,0,4,3,0,0,4,0
GCA_036763835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii SM2704,98.89,0.11,5344786,0,2,1,1,0,0,4,3,0,0,3,0
GCA_033900205.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii CIM-Carb-104,99.86,0,5322975,0,2,1,1,0,0,4,3,0,0,4,0
GCA_038444115.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 140,99.86,0.22,5169917,0,2,1,1,0,0,4,3,0,0,4,0
GCA_038445015.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 064,99.86,0,5262141,0,2,1,1,0,0,4,3,0,0,4,0
GCA_026154865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii sma10,99.86,0,5188999,0,2,1,1,0,0,4,3,0,0,4,0
GCA_002220695.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii UMH10,99.86,0,5221713,0,2,1,1,0,0,4,3,0,0,4,0
GCA_000513215.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii Db11,99.86,0,5113802,0,2,1,1,0,0,4,3,0,0,4,0
GCA_008830745.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii 188J2,99.86,0,5435751,0,2,1,1,0,0,4,3,0,0,4,0
GCA_026154975.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii sma03,99.86,0,5188285,0,2,1,1,0,0,4,3,0,0,4,0
GCA_040280765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia bockelmannii,Serratia bockelmannii SM09,99.93,0,5374419,0,2,1,1,0,0,4,3,0,0,4,0
GCA_946227105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens 69b6963c-a76c-11e8-a962-3c4a9275d6c8,100,0.45,5266659,1,2,2,1,1,0,3,3,0,0,5,0
GCA_024809915.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens BIGb0234,100,0.89,5540537,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946229175.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens 7db6922c-a76c-11e8-a962-3c4a9275d6c8,100,0.45,5167244,1,2,2,1,1,0,3,3,0,0,5,0
GCA_022649045.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UW_MP_ENTER2_2,98.76,0.45,5135840,1,2,2,1,1,0,3,3,0,0,5,0
GCA_040151255.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens M17VKL4B,100,0.45,5143222,1,2,2,1,1,0,3,3,0,0,5,0
GCA_022486635.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UW_MP_ENTER2_7,97.67,0.62,5060319,1,2,2,1,1,0,3,3,0,0,5,0
GCA_004153825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens B-41184,99.71,0.89,5471693,1,2,2,1,1,0,3,4,0,0,5,0
GCA_902754065.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens SFB10,100,0.45,5205013,1,2,2,1,1,0,3,3,0,0,5,0
GCA_022487245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UW_MP_ENTER2_6,96.8,1,5032211,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946225895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens 6d26597e-a76c-11e8-a962-3c4a9275d6c8,99.54,1.56,5550884,1,2,2,1,1,0,3,3,0,0,5,0
GCA_022640835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UW_MP_ENTER2_3,98.21,0.56,5149761,1,2,2,1,1,0,3,3,0,0,5,0
GCA_004153815.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens B-41552,99.71,0.45,5372481,1,2,2,1,1,0,3,3,0,0,5,0
GCA_036903285.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UNJFSC 002,100,1.01,5298521,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946227895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens 6e25dd40-a76c-11e8-a962-3c4a9275d6c8,100,0.45,5165760,1,2,2,1,1,0,3,3,0,0,5,0
GCA_014495865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens MT49,100,0.89,5395544,1,2,2,1,1,0,3,3,0,0,5,0
GCA_022649365.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UW_MP_ENTER2_9,95.04,1.49,4950012,1,2,2,1,1,0,3,3,0,0,5,0
GCA_014164835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens OS31,100,1.34,5607058,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946406865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens SJC1064,100,1.23,5729515,1,2,2,1,1,0,3,3,0,0,4,0
GCA_027594825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens PPE016,99.98,0.89,5347174,1,2,2,1,1,0,3,3,0,0,5,0
GCA_032556615.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens N2_066_015G1_dasN2_066_015G1_abawaca.5,100,0.89,5280250,1,2,2,1,1,0,3,3,0,0,5,0
GCA_016237125.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens SER00246,100,0.89,5257841,1,2,2,1,1,0,3,3,0,0,5,0
GCA_004153875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens B-41555,99.71,0.89,5370120,1,2,2,1,1,0,3,3,0,0,5,0
GCA_004153865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens B-41553,99.71,0.89,5368541,1,2,2,1,1,0,3,3,0,0,5,0
GCA_003524615.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UBA11301,99.31,1.26,5056546,1,2,2,1,1,0,3,3,0,0,5,0
GCA_022486915.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UW_MP_ENTER2_10,91.75,1.34,4824049,1,2,2,1,0,0,3,3,0,0,5,0
GCA_006970665.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens FG3,100,1.04,5991142,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946226825.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens 735c2fd0-a76c-11e8-a962-3c4a9275d6c8,100,0.45,5150684,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946228595.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens 76f34d90-a76c-11e8-a962-3c4a9275d6c8,100,1.08,5485962,1,2,2,1,1,0,3,3,0,0,5,0
GCA_001559135.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens FDAARGOS_125,100,0.45,5284740,1,2,2,1,1,0,3,3,0,0,5,0
GCA_000699165.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens FK01,100,1.34,5280113,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946226675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens 6bd54e04-a76c-11e8-a962-3c4a9275d6c8,100,0.45,5237557,1,2,2,1,1,0,3,3,0,0,5,0
GCA_022640745.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia liquefaciens,Serratia liquefaciens UW_MP_ENTER2_4,98.21,0.56,5151341,1,2,2,1,1,0,3,3,0,0,5,0
GCA_946228095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens 7b862404-a76c-11e8-a962-3c4a9275d6c8,99.8,0.15,5100901,0,2,1,1,0,0,4,3,0,0,4,0
GCA_008011775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens S12,99.86,0,5178327,0,2,1,1,0,0,4,3,0,0,4,0
GCA_020857905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens GN_RF,99.81,0.45,5028604,0,2,1,1,0,0,4,3,0,0,4,0
GCA_022870585.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens ESE2014,98.05,0,5009741,0,2,1,1,0,0,4,3,0,0,4,0
GCA_023703065.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens NSA15,99.81,0,4959744,0,2,1,1,0,0,4,3,0,0,4,0
GCA_022343985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens YHYF1,99.86,0,5304622,0,2,1,1,0,0,4,3,0,0,4,0
GCA_946226805.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens 7b277594-a76c-11e8-a962-3c4a9275d6c8,99.81,0.45,5011187,0,2,1,1,0,0,4,3,0,0,4,0
GCA_032507645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens N5_253_099G1_dasN5_253_099G1_abawaca.2,99.8,0,5051269,0,2,1,1,0,0,4,3,0,0,4,0
GCA_001756295.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens TM,98.1,0.11,4975559,0,0,1,0,0,0,1,1,0,0,3,0
GCA_004179565.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens ICR003202,99.35,0,5073595,0,2,1,1,0,0,4,3,0,0,4,0
GCA_020731385.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens SGT5.3,99.8,0.62,5125491,0,2,1,1,0,0,4,3,0,0,4,0
GCA_008011865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens S5,99.86,0.6,5632436,0,2,1,1,0,0,4,3,0,0,4,0
GCA_029846115.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens x652E135x271,99.85,0,5221352,0,2,1,1,0,0,4,3,0,0,4,0
GCA_030127245.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens RO1,99.86,0,5345289,0,2,1,1,0,0,4,3,0,0,4,0
GCA_008364265.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens S7.1,99.85,0,5088187,0,2,1,1,0,0,3,2,0,0,4,0
GCA_003028435.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens Nf2,99.86,0.15,5230167,0,2,1,1,0,0,4,3,0,0,4,0
GCA_030674895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens R18,99.81,0.45,5046985,0,2,1,1,0,0,4,3,0,0,4,0
GCA_001716895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens UENF-22GI,99.8,0.45,5003741,0,2,1,1,0,0,4,3,0,0,4,0
GCA_946229145.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens 745b7274-a76c-11e8-a962-3c4a9275d6c8,99.81,0,4930949,0,2,1,1,0,0,4,3,0,0,4,0
GCA_039667755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens 014471,99.81,0.56,4985662,0,2,1,1,0,0,4,3,0,0,4,0
GCA_003967055.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens AS-1,99.86,0,5176029,0,2,1,1,0,0,4,3,0,0,4,0
GCA_946228535.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens 7dc72baa-a76c-11e8-a962-3c4a9275d6c8,99.81,0,5010428,0,2,1,1,0,0,4,3,0,0,4,0
GCA_022439505.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,Serratia marcescens,Serratia marcescens CM2012_028,99.81,0,5052709,0,2,1,1,0,0,4,3,0,0,4,0
