Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Sequencing_coverage,Scaffolds_number,Scaffold_N50,Scaffold_L50,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_030708105.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma sp.,Trichoderma sp. CBMAI-0711,143,26,1694659,7,32448670,1,1,11,6,18,3,6,13,0,0,0,0
GCA_020647705.1,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma virens,Trichoderma virens FT-333,83.7,7,6644895,3,41418917,1,1,13,8,23,4,5,21,0,0,0,0
GCA_900080155.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago bromivora,Ustilago bromivora UB2112,154,23,877262,7,20447485,1,0,3,1,7,2,1,1,0,0,0,0
GCA_023748735.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Ustilago hordei Uh1273,204,38,1049373,9,27249071,1,1,4,1,9,3,2,3,0,0,0,0
GCA_023748715.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Ustilago hordei Uh1278,315,27,1022888,7,26574770,1,1,4,1,9,3,1,3,0,0,0,0
GCA_023748825.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Ustilago hordei Uh359,195,46,830097,11,26999323,1,1,3,1,9,3,2,3,0,0,0,0
GCA_022749175.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Ustilago hordei Uh805,381,23,1133141,7,25779436,1,1,4,1,11,3,1,3,0,0,0,0
GCA_023748725.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Ustilago hordei Uh811,260,26,1133249,7,26215472,1,1,4,1,9,3,2,3,0,0,0,0
GCA_023748765.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Ustilago hordei Uh818,278,25,1133168,7,26240268,1,1,4,1,9,3,2,3,0,0,0,0
GCA_900519145.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago hordei,Ustilago hordei Uho2,65,45,1146471,7,26637005,1,1,3,1,5,2,1,2,0,0,0,0
GCA_022963135.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago loliicola,Ustilago loliicola Us_530,303,41,830901,8,20766546,1,2,4,0,7,3,1,2,0,0,0,0
GCA_022963125.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago nuda,Ustilago nuda DE_29490,453,31,846041,8,21384534,1,1,3,1,6,2,1,3,0,0,0,0
GCA_900242705.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago sp.,Ustilago sp. Udi2,60,141,701871,14,28938793,1,0,2,0,8,2,1,2,0,0,0,0
GCA_900242695.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago sp.,Ustilago sp. Uhc1,70,45,989037,7,21904892,1,0,3,0,5,2,1,2,0,0,0,0
GCA_900323505.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago trichophora,Ustilago trichophora NBRC100155,155,50,933033,12,39002873,2,4,3,2,8,4,2,4,0,0,0,0
GCA_022963115.1,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago tritici,Ustilago tritici Ut_3,411,32,930982,7,20444915,1,1,4,1,8,2,1,2,0,0,0,0
GCA_022385695.1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria arbuscula,Xylaria arbuscula CBS 124340,86.193,89,1113176,18,51160614,2,2,13,8,16,8,6,10,2,0,0,0
GCA_022539335.1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria cf.,Xylaria cf. FL0509,129.42,72,1535144,11,44915837,2,2,15,9,15,9,6,12,2,0,0,0
GCA_007182795.1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria flabelliformis,Xylaria flabelliformis G536,150,155,488275,28,41150133,2,2,13,10,14,10,5,7,1,0,0,0
GCA_022453505.1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria flabelliformis,Xylaria flabelliformis NC1011,243.01,198,457913,27,41613484,2,2,14,10,16,10,6,11,2,0,0,0
GCA_022984845.1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria nigripes,Xylaria nigripes YMJ 653,895.41,64,1097719,12,34599847,1,1,13,3,7,5,5,8,1,0,0,0
GCA_022593225.1,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria sp.,Xylaria sp. FL0064,473.4,79,1096396,13,42828802,2,2,14,10,19,9,6,13,2,0,0,0
