ncbi_genbank_assembly_accession,Checkm_completenes,Checkm_contamination,Silva.Kingdom,Silva.Phylum,Silva.Class,Silva.Order,Silva.Family,Silva.Genus,Silva.Species,Ncbi.Species,Strain,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_002558985.1,99.18,0.8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS002094,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002552335.1,99.18,0.81,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS095084,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029477025.1,99.18,0.81,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC10,0,1,0,0,0,1,0,1,0,2,3,0
GCA_002576045.1,99.18,0.81,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS046388,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029479345.1,99.18,0.89,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC79,0,1,0,0,0,0,0,1,0,2,3,0
GCA_038116635.1,99.18,0.9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus P9,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002563235.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS020233,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560295.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS024540,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559645.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS028516,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002575595.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS051030,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565025.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS077972,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560095.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS025485,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002583125.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS032151,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002574205.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS057502,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560915.1,99.18,0.93,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS019247,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008274905.1,99.18,0.95,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus JAS24-2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002566755.1,99.18,1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS074868,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559565.1,99.18,1.01,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS000144,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002564745.1,99.18,1.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS082524,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002575815.1,99.18,1.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS048756,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560225.1,99.18,1.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS024847,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568455.1,99.18,1.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS067297,0,1,0,0,0,1,0,1,0,2,3,0
GCA_002568365.1,99.18,1.03,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS063866,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002585165.1,99.18,1.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS037584,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558745.1,99.18,1.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS003338,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036621255.1,99.18,1.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus B13,0,1,0,0,0,1,0,1,0,2,3,0
GCA_002559205.1,99.18,1.09,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS004748,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559595.1,99.18,1.09,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS028514,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002576575.1,99.18,1.12,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS050653,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036621215.1,99.18,1.12,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus B12,0,1,0,0,0,1,0,1,0,2,3,0
GCA_002564885.1,99.18,1.17,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS079942,0,1,0,0,0,0,0,1,0,2,3,0
GCA_006151815.1,99.18,1.18,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus A8,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002550595.1,99.18,1.3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS094413,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561535.1,99.18,1.36,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS014847,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559115.1,99.18,1.4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS006340,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562585.1,99.18,1.4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS008423,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561655.1,99.18,1.42,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS011531,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562695.1,99.18,1.43,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS007868,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002559985.1,99.18,1.5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS025909,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002553095.1,99.18,1.81,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS096226,0,1,0,0,0,0,0,1,0,2,3,0
GCA_015845375.1,99.18,4.09,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus G25-103,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001044715.1,99.17,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus INRA C3,0,1,0,0,0,0,0,1,0,2,3,0
GCA_006349735.2,99.17,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus A24,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002021455.1,99.17,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus MOD1_Bc73,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001757685.1,99.17,0.01,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus GOE2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_005217255.1,99.17,0.01,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus I75,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001757675.1,99.17,0.01,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus GOE1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_900176935.1,99.17,0.02,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 16-00198,0,1,0,0,0,0,0,1,0,2,3,0
GCA_013284505.2,99.17,0.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus HD1.4B,0,1,0,0,0,0,0,1,0,2,3,0
GCA_013284455.2,99.17,0.04,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus HD2.4,0,1,0,0,0,0,0,1,0,2,3,0
GCA_034398595.1,99.17,0.06,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus TH230-2LC,0,1,0,0,0,0,0,1,0,2,3,0
GCA_023713905.1,99.17,0.07,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus MER 118,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567555.1,99.17,0.16,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS070416,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002021465.1,99.17,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus MOD1_Bc92,0,1,0,0,0,0,0,1,0,2,3,0
GCA_005217265.1,99.17,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus I69,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000290815.1,99.17,0.38,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis VD148,0,1,1,0,0,0,0,1,0,2,3,0
GCA_023913295.1,99.17,0.39,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 10017,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009647285.1,99.17,0.39,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 4A10,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009928555.1,99.17,0.41,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SW7-1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_037075445.1,99.17,0.41,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis V-AB8.18,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001583745.1,99.17,0.47,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus FSL W8-0268,0,1,0,0,0,0,0,1,0,2,3,0
GCA_027886045.1,99.17,0.57,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus 7.1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_016483305.1,99.17,0.58,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis N26,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002021445.1,99.17,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus MOD1_Bc71,0,1,0,0,0,0,0,1,0,2,3,0
GCA_036966245.1,99.17,0.65,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis JJ41,0,1,1,0,0,0,0,1,0,2,3,0
GCA_016483465.1,99.17,0.68,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis N20,0,1,0,0,0,0,0,1,0,2,3,0
GCA_020686465.1,99.17,0.69,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus IZSPB_BC194C,0,1,0,0,0,0,0,1,0,2,3,0
GCA_041530555.1,99.17,0.69,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus NVH-YM349,0,1,0,0,0,0,0,1,0,2,3,0
GCA_041530535.1,99.17,0.69,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus NVH-YM351,0,1,0,0,0,0,0,1,0,2,3,0
GCA_041530835.1,99.17,0.69,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus NVH-YM326,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008923565.1,99.17,0.73,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CH426a_13T,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008923505.1,99.17,0.73,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CH460b_14D,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008923495.1,99.17,0.73,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis CH417_13T,0,1,0,0,0,0,0,1,0,2,3,0
GCA_003626955.1,99.17,0.75,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis QZL38,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565265.1,99.17,0.83,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS086178,0,1,0,0,0,0,0,1,0,2,3,0
GCA_001721145.1,99.17,0.87,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus FORC_024,0,1,0,0,0,0,0,1,0,2,3,0
GCA_008682285.1,99.17,0.89,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 102,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002562665.1,99.17,0.89,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS007900,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002561175.1,99.17,0.91,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS017371,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002568595.1,99.17,0.91,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS064999,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002577445.1,99.17,0.91,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS040987,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560605.1,99.17,0.91,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS023096,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558915.1,99.17,0.91,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS002494,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002893515.1,99.17,1.05,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 78-2,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002555405.1,99.17,1.1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_toyonensis,Bacillus toyonensis,Bacillus toyonensis AFS018451,0,1,1,0,0,0,0,1,0,2,3,0
GCA_020686485.1,99.17,1.4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus IZSPB_BC563A,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029479175.1,99.17,1.4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC78,0,1,0,0,0,0,0,1,0,2,3,0
GCA_015712745.1,99.17,1.55,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis SRB3LM,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029477355.1,99.17,1.56,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC37,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002584855.1,99.17,1.8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS030095,0,1,0,0,0,0,0,1,0,2,3,0
GCA_029477125.1,99.17,4.33,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus SIBC9A,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002558035.1,99.16,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS012232,0,1,0,0,0,0,0,1,0,2,3,0
GCA_009865315.1,99.16,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis SID4914,0,1,0,0,0,0,0,1,0,2,3,0
GCA_038006365.1,99.16,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus FSL L8-0152,0,0,0,0,0,0,0,1,0,2,3,0
GCA_019425585.1,99.16,0.2,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia COPS,0,1,3,0,2,0,2,0,0,4,0,0
GCA_002558555.1,99.16,0.33,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS005023,0,1,0,0,0,0,0,1,0,2,3,0
GCA_003217275.1,99.16,0.33,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis 196MF,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002574435.1,99.16,0.35,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS055854,0,1,0,0,0,0,0,1,0,2,3,0
GCA_040742715.1,99.16,0.61,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis SJCBTGEN01,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002574475.1,99.16,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS055708,0,1,0,0,0,0,0,1,0,2,0,0
GCA_002568385.1,99.16,0.62,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS067808,0,1,0,0,0,0,0,1,0,2,0,0
GCA_002564405.1,99.16,0.66,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS088507,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002567585.1,99.16,0.66,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS070359,0,1,0,0,0,0,0,1,0,2,3,0
GCA_020831385.1,99.16,0.83,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AATZO,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002556855.1,99.16,0.94,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS027647,0,1,0,0,0,0,0,1,0,2,0,0
GCA_900114285.1,99.16,1.88,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa_palsarum,Methylocapsa palsarum,Methylocapsa palsarum NE2,2,1,1,0,0,0,1,0,0,1,0,0
GCA_000161675.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis BGSC 4BD1,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002560215.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS024973,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002565465.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS082943,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002215175.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus K8,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002553205.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS093334,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002585785.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS032567,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002552465.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS093925,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002553395.1,99.15,0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS089527,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002566925.1,99.15,0.08,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS073631,0,1,0,0,0,0,0,1,0,2,3,0
GCA_000161035.1,99.15,0.2,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus m1550,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002566675.1,99.15,0.31,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_cereus,Bacillus cereus,Bacillus cereus AFS075781,0,1,0,0,0,0,0,1,0,2,3,0
GCA_002550785.1,99.15,0.65,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_thuringiensis,Bacillus thuringiensis,Bacillus thuringiensis AFS092108,0,1,0,0,0,0,0,1,0,2,3,0
